subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
322,1,P,-1,19008,3,135,,0,3,0,3755
322,1,P,-2,28315,3,248,248,3,0,1,4503
322,1,P,-3,38368,3,679,679,3,0,1,3889
320,1,P,-1,16367,3,135,135,3,0,1,5108
320,1,P,-2,27032,3,248,2789,2,2,0,9579
320,1,P,-3,42166,3,679,6798,3,1,0,6490
320,1,T,1,71806,2,85,965,0,3,0,9150
320,1,T,2,85509,2,64,64,2,0,1,5460
320,1,T,3,96530,3,472,472,3,0,1,3576
320,1,T,4,105665,3,815,815,3,0,1,3480
320,1,T,5,115707,4,3417,3417,4,0,1,7708
320,1,T,6,129982,4,6158,3158,3,1,0,5959
320,1,T,7,143511,5,52186,32186,4,1,0,6781
320,1,T,8,157866,5,42731,3724,0,5,0,4253
1,1,P,-1,9800,3,135,135,3,0,1,3337
1,1,P,-2,18709,3,248,134,0,3,0,14843
1,1,P,-3,39100,3,679,679,3,0,1,3140
1,1,T,1,98360,2,85,85,2,0,1,2255
1,1,T,2,105161,2,64,64,2,0,1,2256
1,1,T,3,112969,3,472,472,3,0,1,2458
1,1,T,4,120981,3,815,815,3,0,1,2809
1,1,T,5,130349,4,3417,3417,4,0,1,3296
1,1,T,6,140195,4,6158,6158,4,0,1,3089
1,1,T,7,150849,5,52186,52186,5,0,1,3437
1,1,T,8,161847,5,42731,42713,3,2,0,3182
1,1,T,9,173599,6,392487,391427,4,2,0,3903
1,1,T,10,186073,6,378294,374289,3,3,0,3999
101,1,P,-1,21511,3,135,135,3,0,1,5936
101,1,P,-2,33048,3,248,248,3,0,1,4614
101,1,P,-3,43208,3,679,679,3,0,1,6596
101,1,T,1,59931,2,85,85,2,0,1,3943
101,1,T,2,68423,2,64,64,2,0,1,6987
101,1,T,3,80962,3,472,472,3,0,1,10558
101,1,T,4,97077,3,815,,0,3,0,21838
101,1,T,5,125467,4,3417,3417,4,0,1,2496
101,1,T,6,134520,4,6158,6158,4,0,1,2329
101,1,T,7,144414,5,52186,618256,0,6,0,4893
101,1,T,8,156871,5,42731,,0,5,0,152481100
102,1,P,-1,666114,3,135,135,3,0,1,3460
103,1,P,-1,9809,3,135,444,0,3,0,1646808
101,1,P,-1,9957,3,135,,0,3,0,273422
101,1,P,-2,288907,3,248,248,3,0,1,66216
101,1,P,-3,360652,3,679,679,3,0,1,3113
101,1,T,1,415263,2,85,75,1,1,0,2665
101,1,T,2,422458,2,64,64,2,0,1,2872
101,1,P,-1,7689,3,135,135,3,0,1,4486
101,1,P,-2,17725,3,248,248,3,0,1,4299
101,1,P,-3,27548,3,679,679,3,0,1,2883
101,1,P,-1,15286,3,135,135,3,0,1,3130
101,1,P,-2,24023,3,248,28,1,2,0,9909
101,1,P,-3,39478,3,679,679,3,0,1,3891
101,1,T,1,51532,2,85,85,2,0,1,2498
101,1,T,2,58578,2,64,64,2,0,1,2443
101,1,T,3,66575,3,472,472,3,0,1,2647
101,1,T,4,74771,3,815,815,3,0,1,4346
101,1,T,5,85674,4,3417,3417,4,0,1,3266
101,1,T,6,95501,4,6158,6158,4,0,1,4522
101,1,T,7,107585,5,52186,52186,5,0,1,5622
101,1,T,8,120769,5,42731,42731,5,0,1,5241
101,1,T,9,134576,6,392487,394287,4,2,0,5246
101,1,T,10,148389,6,378294,378294,6,0,1,5537
101,1,T,11,163495,7,5917428,1957428,5,2,0,5784
101,1,T,12,178852,7,5792846,5792846,7,0,1,5669
101,1,T,13,195101,8,58192647,58192647,8,0,1,9774
101,1,T,14,215451,8,59367243,5936725,6,2,0,7000
101,1,T,15,234032,9,538712469,538174269,5,4,0,6748
101,1,T,16,252361,9,426817935,426871953,5,4,0,6037
1,1,P,-1,39233,3,135,135,3,0,1,4879
1,1,P,-2,49692,3,248,248,3,0,1,2444
1,1,P,-3,57685,3,679,679,3,0,1,1878
1,1,T,1,69143,2,85,85,2,0,1,2120
1,1,T,2,75808,2,64,64,2,0,1,1916
1,1,T,3,83277,3,472,472,3,0,1,2364
1,1,T,4,91194,3,815,815,3,0,1,2887
1,1,T,5,100633,4,3417,3417,4,0,1,2737
1,1,T,6,109926,4,6158,6158,4,0,1,4091
1,1,T,7,121578,5,52186,52186,5,0,1,4158
1,1,T,8,133294,5,42731,52473,1,4,0,4387
1,1,T,9,146245,6,392487,539247,1,5,0,5479
1,1,T,10,160288,6,378294,378492,4,2,0,6374
000,1,P,-1,10928,3,135,135,3,0,1,8305
000,1,P,-2,24801,3,248,248,3,0,1,4503
000,1,P,-3,34853,3,679,679,3,0,1,4788
000,1,T,1,47417,2,85,85,2,0,1,6673
000,1,T,2,58640,2,64,64,2,0,1,4154
000,1,T,3,68348,3,472,472,3,0,1,4769
000,1,T,4,78672,3,815,815,3,0,1,5292
000,1,T,5,90522,4,3417,3417,4,0,1,7829
000,1,T,6,104910,4,6158,6158,4,0,1,8432
000,1,T,7,120905,5,52186,52186,5,0,1,10913
000,1,T,8,139380,5,42731,42731,5,0,1,8242
000,1,T,9,156187,6,392487,394287,4,2,0,7926
000,1,T,10,172680,6,378294,37829,5,1,0,9220
000,1,P,-1,8984,3,135,135,3,0,1,5315
000,1,P,-2,19890,3,248,248,3,0,1,3689
000,1,P,-3,29130,3,679,679,3,0,1,3565
000,1,T,1,62205,2,85,85,2,0,1,3269
000,1,T,2,70020,2,64,64,2,0,1,5395
000,1,T,3,80967,3,472,472,3,0,1,3900
000,1,T,4,90422,3,815,815,3,0,1,4489
000,1,T,5,101468,4,3417,3147,2,2,0,5450
000,1,T,6,113474,4,6158,6158,4,0,1,3855
000,1,T,7,124891,5,52186,52186,5,0,1,5281
000,1,T,8,137736,5,42731,47231,3,2,0,5193
000,1,T,9,151497,6,392487,39427,2,4,0,4655
000,1,T,10,164718,6,378294,327849,1,5,0,6857
1,1,P,-1,13216,3,135,153,1,2,0,15120
1,1,P,-2,33885,3,248,248,3,0,1,8755
1,1,P,-3,48190,3,679,697,1,2,0,9083
1,1,T,1,65284,2,85,85,2,0,1,8246
1,1,T,2,78080,2,64,64,2,0,1,5852
1,1,T,3,89487,3,472,472,3,0,1,6326
1,1,T,4,101369,3,815,815,3,0,1,6528
1,1,T,5,114456,4,3417,3417,4,0,1,8671
1,1,T,6,129684,4,6158,6158,4,0,1,8324
1,1,T,7,145573,5,52186,51268,1,4,0,12698
1,1,T,8,165837,5,42731,4271,3,2,0,12430
2,1,P,-1,15382,3,135,135,3,0,1,12507
2,1,P,-2,33437,3,248,248,3,0,1,7612
2,1,P,-3,46599,3,679,697,1,2,0,10998
2,1,T,1,67380,2,85,85,2,0,1,6712
2,1,T,2,78639,2,64,64,2,0,1,5630
2,1,T,3,89824,3,472,472,3,0,1,6046
2,1,T,4,101424,3,815,851,1,2,0,6942
2,1,T,5,114926,4,3417,3147,2,2,0,7892
2,1,T,6,129374,4,6158,6157,3,1,0,7675
3,1,P,-1,15938,3,135,135,3,0,1,7594
3,1,P,-2,29078,3,248,248,3,0,1,6924
3,1,P,-3,41553,3,679,679,3,0,1,7599
3,1,T,1,55867,2,85,85,2,0,1,7564
3,1,T,2,67978,2,64,64,2,0,1,4827
3,1,T,3,78355,3,472,472,3,0,1,7631
3,1,T,4,91541,3,815,815,3,0,1,5629
3,1,T,5,103729,4,3417,3417,4,0,1,6958
3,1,T,6,117246,4,6158,6158,4,0,1,6485
3,1,T,7,131292,5,52186,1283,1,4,0,10514
3,1,T,8,149367,5,42731,42731,5,0,1,7866
3,1,T,9,165799,6,392487,39427,2,4,0,9793
3,1,T,10,184159,6,378294,37284,2,4,0,13909
4,1,P,-1,11509,3,135,135,3,0,1,7261
4,1,P,-2,24320,3,248,248,3,0,1,6495
4,1,P,-3,36364,3,679,679,3,0,1,7223
4,1,T,1,50893,2,85,85,2,0,1,5229
4,1,T,2,60668,2,64,64,2,0,1,3904
4,1,T,3,70123,3,472,482,2,1,0,7879
4,1,T,4,83554,3,815,815,3,0,1,5485
4,1,T,5,95599,4,3417,3417,4,0,1,5642
4,1,T,6,107798,4,6158,618,2,2,0,5729
4,1,T,7,121087,5,52186,52186,5,0,1,6644
4,1,T,8,135293,5,42731,42731,5,0,1,8277
4,1,T,9,152137,6,392487,39472,2,4,0,7452
4,1,T,10,168157,6,378294,3749,2,4,0,8001
5,1,P,-1,12267,3,135,135,3,0,1,13116
5,1,P,-2,30932,3,248,248,3,0,1,10453
5,1,P,-3,46936,3,679,679,3,0,1,7815
5,1,T,1,61616,2,85,85,2,0,1,8484
5,1,T,2,74647,2,64,64,2,0,1,6446
5,1,T,3,86646,3,472,472,3,0,1,7477
5,1,T,4,99677,3,815,815,3,0,1,8912
5,1,T,5,115144,4,3417,3457,3,1,0,9498
5,1,T,6,131201,4,6158,6158,4,0,1,11148
5,1,T,7,149910,5,52186,1426,0,5,0,18287
5,1,T,8,175762,5,42731,2476,1,4,0,13540
6,1,P,-1,20538,3,135,71,0,3,0,12318
6,1,P,-2,38404,3,248,248,3,0,1,7280
6,1,P,-3,51233,3,679,697,1,2,0,7313
6,1,T,1,65392,2,85,85,2,0,1,5830
6,1,T,2,75769,2,64,64,2,0,1,5253
6,1,T,3,86577,3,472,472,3,0,1,5495
6,1,T,4,97624,3,815,815,3,0,1,5090
6,1,T,5,109274,4,3417,3417,4,0,1,6808
6,1,T,6,122642,4,6158,6518,2,2,0,5929
6,1,T,7,136134,5,52186,6148,1,4,0,8243
6,1,T,8,151944,5,42731,47213,1,4,0,7462
7,1,P,-1,12954,3,135,3135,0,4,0,26460
7,1,P,-2,44964,3,248,248,3,0,1,8033
7,1,P,-3,58547,3,679,679,3,0,1,7487
7,1,T,1,73392,2,85,85,2,0,1,5817
7,1,T,2,83759,2,64,64,2,0,1,6993
7,1,T,3,96304,3,472,472,3,0,1,6775
7,1,T,4,108633,3,815,815,3,0,1,6706
7,1,T,5,121898,4,3417,3417,4,0,1,9518
7,1,T,6,137974,4,6158,6158,4,0,1,10377
7,1,T,7,155915,5,52186,52186,5,0,1,14587
7,1,T,8,178063,5,42731,42731,5,0,1,12774
7,1,T,9,199404,6,392487,31287,2,4,0,21832
7,1,T,10,229803,6,378294,32784,1,5,0,12844
8,1,P,-1,11311,3,135,135,3,0,1,13845
8,1,P,-2,30705,3,248,248,3,0,1,9686
8,1,P,-3,45940,3,679,679,3,0,1,10076
8,1,T,1,61946,2,85,85,2,0,1,6840
8,1,T,2,73332,2,64,64,2,0,1,6087
8,1,T,3,84971,3,472,472,3,0,1,9934
8,1,T,4,100463,3,815,815,3,0,1,7990
8,1,T,5,115011,4,3417,3417,4,0,1,17825
8,1,T,6,139393,4,6158,6518,2,2,0,11280
8,1,T,7,158236,5,52186,54286,3,2,0,16379
8,1,T,8,182180,5,42731,4723,2,3,0,30131
10,1,P,-1,27423,3,135,315,1,2,0,10170
10,1,P,-2,43141,3,248,4248,0,4,0,7754
10,1,P,-3,56444,3,679,2,0,3,0,7592
10,1,T,1,76826,2,85,85,2,0,1,7891
10,1,T,2,89265,2,64,64,2,0,1,6766
10,1,T,3,101582,3,472,427,1,2,0,10728
10,1,T,4,117861,3,815,851,1,2,0,7613
11,1,P,-1,20413,3,135,15,1,2,0,16326
11,1,P,-2,42291,3,248,248,3,0,1,26427
11,1,P,-3,74269,3,679,79,0,3,0,17386
11,1,T,1,112386,2,85,85,2,0,1,8347
11,1,T,2,125280,2,64,45,0,2,0,11113
11,1,T,3,141946,3,472,247,0,3,0,10728
11,1,T,4,158224,3,815,851,1,2,0,8151
12,1,P,-1,17575,3,135,135,3,0,1,8031
12,1,P,-2,31157,3,248,2248,1,3,0,7375
12,1,P,-3,44081,3,679,679,3,0,1,6741
12,1,T,1,56586,2,85,85,2,0,1,8347
12,1,T,2,69482,2,64,64,2,0,1,7284
12,1,T,3,82319,3,472,472,3,0,1,7049
12,1,T,4,94923,3,815,815,3,0,1,5908
12,1,T,5,107387,4,3417,3417,4,0,1,8965
12,1,T,6,122911,4,6158,6158,4,0,1,9039
12,1,T,7,139512,5,52186,51286,3,2,0,13055
12,1,T,8,160132,5,42731,427136,3,3,0,16623
13,1,P,-1,10794,3,135,135,3,0,1,8025
13,1,P,-2,24369,3,248,248,3,0,1,8366
13,1,P,-3,38284,3,679,679,3,0,1,5217
13,1,T,1,49484,2,85,85,2,0,1,4731
13,1,T,2,58764,2,64,64,2,0,1,4054
13,1,T,3,68372,3,472,472,3,0,1,5796
13,1,T,4,79723,3,815,815,3,0,1,4802
13,1,T,5,91085,4,3417,3417,4,0,1,5903
13,1,T,6,103546,4,6158,6158,4,0,1,8673
13,1,T,7,119784,5,52186,52186,5,0,1,7389
13,1,T,8,134736,5,42731,42751,4,1,0,8306
13,1,T,9,151613,6,392487,392487,6,0,1,8514
13,1,T,10,168694,6,378294,37849,4,2,0,11812
13,1,T,11,190083,7,5917428,597428,2,5,0,10640
13,1,T,12,210294,7,5792846,974286,3,4,0,10065
14,1,P,-1,11466,3,135,135,3,0,1,10082
14,1,P,-2,27099,3,248,248,3,0,1,4830
14,1,P,-3,37478,3,679,679,3,0,1,6019
14,1,T,1,49295,2,85,85,2,0,1,5378
14,1,T,2,59219,2,64,64,2,0,1,5148
14,1,T,3,69919,3,472,472,3,0,1,5083
14,1,T,4,80558,3,815,815,3,0,1,5714
14,1,T,5,92832,4,3417,3417,4,0,1,8304
14,1,T,6,107694,4,6158,6518,2,2,0,24836
14,1,T,7,140090,5,52186,52186,5,0,1,12001
14,1,T,8,159655,5,42731,42731,5,0,1,8513
14,1,T,9,176736,6,392487,3942187,2,5,0,21226
14,1,T,10,206531,6,378294,3,1,5,0,15426
15,1,P,-1,15320,3,135,135,3,0,1,8639
15,1,P,-2,29536,3,248,248,3,0,1,5228
15,1,P,-3,40314,3,679,697,1,2,0,6064
15,1,T,1,55560,2,85,85,2,0,1,4297
15,1,T,2,64405,2,64,64,2,0,1,4209
15,1,T,3,74166,3,472,472,3,0,1,6776
15,1,T,4,86498,3,815,815,3,0,1,5887
15,1,T,5,98947,4,3417,3547,2,2,0,6697
15,1,T,6,112201,4,6158,6518,2,2,0,6079
16,1,P,-1,11061,3,135,13,2,1,0,13801
16,1,P,-2,30411,3,248,248,3,0,1,6837
16,1,P,-3,42799,3,679,679,3,0,1,6752
16,1,T,1,55362,2,85,85,2,0,1,4672
16,1,T,2,64583,2,64,64,2,0,1,3913
16,1,T,3,74051,3,472,472,3,0,1,4964
16,1,T,4,84569,3,815,815,3,0,1,5351
16,1,T,5,96481,4,3417,3417,4,0,1,6421
16,1,T,6,109462,4,6158,6538,2,2,0,7821
16,1,T,7,124849,5,52186,52186,5,0,1,5921
16,1,T,8,138334,5,42731,47239,2,3,0,7746
16,1,T,9,154651,6,392487,39427,2,4,0,13427
16,1,T,10,176651,6,378294,34792,1,5,0,7159
17,1,P,-1,11998,3,135,3,0,3,0,11455
17,1,P,-2,29002,3,248,248,3,0,1,9602
17,1,P,-3,44156,3,679,697,1,2,0,3959
17,1,T,1,61073,2,85,85,2,0,1,6772
17,1,T,2,72391,2,64,64,2,0,1,3386
17,1,T,3,81329,3,472,472,3,0,1,3925
17,1,T,4,90809,3,815,815,3,0,1,5371
17,1,T,5,102740,4,3417,3417,4,0,1,4226
17,1,T,6,113523,4,6158,6158,4,0,1,7344
17,1,T,7,128425,5,52186,52186,5,0,1,5991
17,1,T,8,141982,5,42731,42731,5,0,1,6878
17,1,T,9,157430,6,392487,394287,4,2,0,6836
17,1,T,10,172832,6,378294,378249,4,2,0,7021
18,1,P,-1,11767,3,135,135,3,0,1,21603
18,1,P,-2,38953,3,248,248,3,0,1,13417
18,1,P,-3,57919,3,679,697,1,2,0,11095
18,1,T,1,74721,2,85,85,2,0,1,12499
18,1,T,2,91769,2,64,64,2,0,1,7453
18,1,T,3,104776,3,472,472,3,0,1,9133
18,1,T,4,119460,3,815,815,3,0,1,12651
18,1,T,5,138668,4,3417,3417,4,0,1,12367
18,1,T,6,157594,4,6158,6158,4,0,1,12417
18,1,T,7,177576,5,52186,52186,5,0,1,17509
18,1,T,8,202653,5,42731,42713,3,2,0,15288
18,1,T,9,226503,6,392487,34279,2,4,0,24524
18,1,T,10,259595,6,378294,378942,3,3,0,21194
19,1,P,-1,12501,3,135,135,3,0,1,8196
19,1,P,-2,26246,3,248,248,3,0,1,5390
19,1,P,-3,37186,3,679,679,3,0,1,6314
19,1,T,1,49587,2,85,85,2,0,1,4902
19,1,T,2,59035,2,64,64,2,0,1,6577
19,1,T,3,71163,3,472,472,3,0,1,4693
19,1,T,4,81413,3,815,815,3,0,1,5828
19,1,T,5,93801,4,3417,3417,4,0,1,7131
19,1,T,6,107489,4,6158,6518,2,2,0,5640
19,1,T,7,120695,5,52186,52186,5,0,1,6860
19,1,T,8,135118,5,42731,24731,3,2,0,8231
19,1,T,9,151919,6,392487,394287,4,2,0,7795
19,1,T,10,168282,6,378294,372489,2,4,0,7789
20,1,P,-1,12226,3,135,,0,3,0,29425
20,1,P,-2,47246,3,248,248,3,0,1,13025
20,1,P,-3,65821,3,679,,0,3,0,28873
20,1,T,1,100885,2,85,85,2,0,1,10101
20,1,T,2,115532,2,64,64,2,0,1,7722
20,1,T,3,128807,3,472,742,1,2,0,7322
20,1,T,4,141681,3,815,851,1,2,0,9796
21,1,P,-1,16318,3,135,175,2,1,0,15281
21,1,P,-2,37148,3,248,284,1,2,0,12977
21,1,P,-3,55677,3,679,675,2,1,0,13567
21,1,T,1,76481,2,85,845,1,2,0,11605
21,1,T,2,92632,2,64,64,2,0,1,6668
21,1,T,3,104852,3,472,472,3,0,1,8690
21,1,T,4,119095,3,815,845,2,1,0,9301
21,1,T,5,134951,4,3417,4371,0,4,0,15193
21,1,T,6,156705,4,6158,6381,1,3,0,15824
22,1,P,-1,10906,3,135,157,1,2,0,17655
22,1,P,-2,34111,3,248,248,3,0,1,8308
22,1,P,-3,47969,3,679,697,1,2,0,12950
22,1,T,1,68128,2,85,58,0,2,0,8971
22,1,T,2,81647,2,64,46,0,2,0,8648
23,1,P,-1,8241,3,135,135,3,0,1,20130
23,1,P,-2,33921,3,248,248,3,0,1,9664
23,1,P,-3,49135,3,679,679,3,0,1,9728
23,1,T,1,64332,2,85,85,2,0,1,7027
23,1,T,2,75905,2,64,64,2,0,1,6178
23,1,T,3,87636,3,472,472,3,0,1,8483
23,1,T,4,101671,3,815,815,3,0,1,7469
23,1,T,5,115695,4,3417,3457,3,1,0,17228
23,1,T,6,139482,4,6158,6158,4,0,1,8797
23,1,T,7,155838,5,52186,52186,5,0,1,9058
23,1,T,8,172459,5,42731,4275,3,2,0,17601
23,1,T,9,198632,6,392487,39247,4,2,0,19558
23,1,T,10,226757,6,378294,327894,3,3,0,11617
24,1,P,-1,17251,3,135,513,0,3,0,22485
24,1,P,-2,45285,3,248,481,0,3,0,25563
24,1,P,-3,76397,3,679,624,1,2,0,24572
24,1,T,1,106602,2,85,84,1,1,0,16336
24,1,T,2,127481,2,64,62,1,1,0,12061
25,1,P,-1,8421,3,135,135,3,0,1,17099
25,1,P,-2,31069,3,248,248,3,0,1,13429
25,1,P,-3,50047,3,679,947,0,3,0,22155
25,1,T,1,80101,2,85,58,0,2,0,20960
25,1,T,2,105607,2,64,4,0,2,0,10656
26,1,P,-1,11707,3,135,571,0,3,0,27559
26,1,P,-2,44816,3,248,571,0,3,0,7780
26,1,P,-3,58147,3,679,571,1,2,0,5725
26,1,T,1,69593,2,85,571,0,3,0,4988
26,1,T,2,79127,2,64,571,0,3,0,5974
27,1,P,-1,13445,3,135,13,2,1,0,16374
27,1,P,-2,35403,3,248,248,3,0,1,5935
27,1,P,-3,46887,3,679,679,3,0,1,7250
27,1,T,1,60005,2,85,85,2,0,1,5459
27,1,T,2,70010,2,64,64,2,0,1,5108
27,1,T,3,80671,3,472,472,3,0,1,5732
27,1,T,4,91958,3,815,815,3,0,1,6177
27,1,T,5,104692,4,3417,3417,4,0,1,7876
27,1,T,6,119127,4,6158,6158,4,0,1,7733
27,1,T,7,134423,5,52186,52186,5,0,1,8964
27,1,T,8,150950,5,42731,4273,4,1,0,10793
27,1,T,9,170310,6,392487,93427,0,6,0,10116
27,1,T,10,188993,6,378294,32478,1,5,0,12993
28,1,P,-1,12541,3,135,135,3,0,1,15366
28,1,P,-2,33456,3,248,248,3,0,1,16375
28,1,P,-3,55380,3,679,697,1,2,0,14319
28,1,T,1,75306,2,85,85,2,0,1,10919
28,1,T,2,90772,2,64,64,2,0,1,8799
28,1,T,3,105122,3,472,427,1,2,0,10465
28,1,T,4,121141,3,815,15,0,3,0,14603
29,1,P,-1,12542,3,135,135,3,0,1,6561
29,1,P,-2,24650,3,248,248,3,0,1,9232
29,1,P,-3,39428,3,679,796,0,3,0,6301
29,1,T,1,51691,2,85,58,0,2,0,10049
29,1,T,2,66286,2,64,64,2,0,1,5088
29,1,T,3,76925,3,472,472,3,0,1,5163
29,1,T,4,87640,3,815,815,3,0,1,5435
29,1,T,5,99634,4,3417,3417,4,0,1,6870
29,1,T,6,113060,4,6158,6158,4,0,1,8912
29,1,T,7,129535,5,52186,52186,5,0,1,7403
29,1,T,8,144502,5,42731,7215,1,4,0,20836
29,1,T,9,173905,6,392487,394287,4,2,0,10113
29,1,T,10,192589,6,378294,37289,3,3,0,25351
30,1,P,-1,11219,3,135,1135,1,3,0,12785
30,1,P,-2,29551,3,248,248,3,0,1,9127
30,1,P,-3,44225,3,679,679,3,0,1,6322
30,1,T,1,56130,2,85,85,2,0,1,9463
30,1,T,2,70139,2,64,64,2,0,1,5262
30,1,T,3,80954,3,472,472,3,0,1,7006
30,1,T,4,93513,3,815,15,0,3,0,5415
30,1,T,5,105484,4,3417,3417,4,0,1,7636
30,1,T,6,119676,4,6158,6158,4,0,1,7209
30,1,T,7,134450,5,52186,52186,5,0,1,6445
30,1,T,8,148456,5,42731,42713,3,2,0,6917
30,1,T,9,163940,6,392487,354278,1,5,0,11858
30,1,T,10,184365,6,378294,372894,4,2,0,11713
29,1,P,-1,11123,3,135,135,3,0,1,12843
29,1,P,-2,29514,3,248,248,3,0,1,8517
29,1,P,-3,43582,3,679,679,3,0,1,8390
29,1,T,1,57734,2,85,85,2,0,1,7926
29,1,T,2,70210,2,64,64,2,0,1,5938
29,1,T,3,81700,3,472,472,3,0,1,7265
29,1,T,4,94521,3,815,815,3,0,1,7130
29,1,T,5,108209,4,3417,5347,1,3,0,19091
29,1,T,6,133856,4,6158,6518,2,2,0,9033
31,1,P,-1,16074,3,135,135,3,0,1,8826
31,1,P,-2,30449,3,248,248,3,0,1,8034
31,1,P,-3,44032,3,679,24796,0,5,0,16213
31,1,T,1,66107,2,85,85,2,0,1,6359
31,1,T,2,77016,2,64,64,2,0,1,5854
31,1,T,3,88423,3,472,472,3,0,1,7157
31,1,T,4,101137,3,815,851,1,2,0,6414
31,1,T,5,114106,4,3417,3147,2,2,0,8305
31,1,T,6,128967,4,6158,6518,2,2,0,8658
35,1,P,-1,10859,3,135,153,1,2,0,8748
35,1,P,-2,25155,3,248,248,3,0,1,8708
35,1,P,-3,39409,3,679,679,3,0,1,5309
35,1,T,1,51246,2,85,85,2,0,1,5399
35,1,T,2,61192,2,64,64,2,0,1,5321
35,1,T,3,72067,3,472,472,3,0,1,5352
35,1,T,4,82969,3,815,851,1,2,0,5342
35,1,T,5,94871,4,3417,3417,4,0,1,7286
35,1,T,6,108713,4,6158,6318,2,2,0,6731
35,1,T,7,123007,5,52186,52186,5,0,1,6771
35,1,T,8,137342,5,42731,42713,3,2,0,6386
35,1,T,9,152295,6,392487,39472,2,4,0,8784
35,1,T,10,169648,6,378294,387249,2,4,0,7574
36,1,P,-1,11493,3,135,135,3,0,1,10326
36,1,P,-2,27366,3,248,248,3,0,1,7977
36,1,P,-3,40894,3,679,679,3,0,1,5647
36,1,T,1,52210,2,85,85,2,0,1,4182
36,1,T,2,60939,2,64,64,2,0,1,4968
36,1,T,3,71460,3,472,472,3,0,1,5790
36,1,T,4,82805,3,815,815,3,0,1,6854
36,1,T,5,96218,4,3417,3417,4,0,1,6317
36,1,T,6,109095,4,6158,6158,4,0,1,7174
36,1,T,7,123832,5,52186,52186,5,0,1,9783
36,1,T,8,141176,5,42731,42715,3,2,0,16984
36,1,T,9,166728,6,392487,34927,1,5,0,14339
36,1,T,10,189633,6,378294,372948,2,4,0,19635
37,1,P,-1,10915,3,135,7153,1,3,0,23377
37,1,P,-2,39840,3,248,248,3,0,1,10723
37,1,P,-3,56110,3,679,679,3,0,1,8375
37,1,T,1,70262,2,85,85,2,0,1,8099
37,1,T,2,82909,2,64,64,2,0,1,5193
37,1,T,3,93656,3,472,472,3,0,1,5909
37,1,T,4,105118,3,815,815,3,0,1,5632
37,1,T,5,117309,4,3417,35417,1,4,0,8161
37,1,T,6,132024,4,6158,6518,2,2,0,8555
39,1,P,-1,10107,3,135,135,3,0,1,17757
39,1,P,-2,33416,3,248,248,3,0,1,7290
39,1,P,-3,46256,3,679,679,3,0,1,9112
39,1,T,1,61181,2,85,85,2,0,1,6345
39,1,T,2,72075,2,64,64,2,0,1,4923
39,1,T,3,82549,3,472,472,3,0,1,5160
39,1,T,4,93265,3,815,815,3,0,1,5742
39,1,T,5,105567,4,3417,3714,2,2,0,10966
39,1,T,6,123092,4,6158,618,2,2,0,13515
40,1,P,-1,11633,3,135,135,3,0,1,6828
40,1,P,-2,24034,3,248,248,3,0,1,8339
40,1,P,-3,37920,3,679,679,3,0,1,6533
40,1,T,1,49878,2,85,85,2,0,1,7393
40,1,T,2,61819,2,64,64,2,0,1,5251
40,1,T,3,72624,3,472,472,3,0,1,5929
40,1,T,4,84108,3,815,815,3,0,1,5843
40,1,T,5,96512,4,3417,3417,4,0,1,6678
40,1,T,6,109750,4,6158,6158,4,0,1,6835
40,1,T,7,124149,5,52186,52186,5,0,1,11165
40,1,T,8,142878,5,42731,42761,4,1,0,12847
40,1,T,9,164295,6,392487,93278,2,4,0,11255
40,1,T,10,184120,6,378294,378249,4,2,0,12374
41,1,P,-1,11771,3,135,135,3,0,1,8465
41,1,P,-2,25784,3,248,248,3,0,1,4819
41,1,P,-3,36152,3,679,679,3,0,1,5063
41,1,T,1,47317,2,85,85,2,0,1,4438
41,1,T,2,56302,2,64,64,2,0,1,4199
41,1,T,3,66056,3,472,472,3,0,1,5105
41,1,T,4,76718,3,815,815,3,0,1,4670
41,1,T,5,87946,4,3417,3417,4,0,1,5249
41,1,T,6,99752,4,6158,6158,4,0,1,5500
41,1,T,7,112810,5,52186,52186,5,0,1,6154
41,1,T,8,126528,5,42731,4273,4,1,0,5570
41,1,T,9,140668,6,392487,394287,4,2,0,7268
41,1,T,10,156508,6,378294,3827,1,5,0,7145
42,1,P,-1,8562,3,135,153,1,2,0,16603
42,1,P,-2,30712,3,248,248,3,0,1,5422
42,1,P,-3,41686,3,679,679,3,0,1,6207
42,1,T,1,55188,2,85,85,2,0,1,11964
42,1,T,2,71700,2,64,64,2,0,1,4513
42,1,T,3,81769,3,472,472,3,0,1,4298
42,1,T,4,91624,3,815,815,3,0,1,5217
42,1,T,5,103396,4,3417,3417,4,0,1,6099
42,1,T,6,116054,4,6158,6518,2,2,0,9282
42,1,T,7,132897,5,52186,52186,5,0,1,7433
42,1,T,8,147893,5,42731,34271,1,4,0,11517
42,1,T,9,167985,6,392487,39427,2,4,0,8846
42,1,T,10,185403,6,378294,78294,0,6,0,6211
43,1,P,-1,11842,3,135,135,3,0,1,17892
43,1,P,-2,35284,3,248,248,3,0,1,7960
43,1,P,-3,48792,3,679,679,3,0,1,8145
43,1,T,1,63603,2,85,85,2,0,1,5013
43,1,T,2,73162,2,64,64,2,0,1,4687
43,1,T,3,83403,3,472,472,3,0,1,7637
43,1,T,4,96595,3,815,815,3,0,1,5378
